Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
205.00,postmalone,Hip_hop_music,25900000,US,223100,13100,526,http://youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ
206.00,VanossGaming,Action-adventure_game,25900000,US,1300000,56500,1100,http://youtube.com/channel/UCKqH_9mk1waLgBiL2vT5b9g
207.00,DanielLaBelle,Entertainment,25900000,US,1700000,130100,892,http://youtube.com/channel/UCb8vrqP8Z7Oz9ZTYvUtjUHQ
208.00,abp_live,News,25800000,IN,2300,49,1,http://youtube.com/channel/UCmphdqZNmqL72WJ2uyiNw5w
209.00,LosPolinesios,Lifestyle_(sociology),25700000,MX,1400000,38400,866,http://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A
210.00,AlejoIgoa,Technology,25700000,AR,5700000,208400,1700,http://youtube.com/channel/UCZs0WwC0Dn_noiQE2BHSTKg
211.00,ZHCYT,Technology,25700000,US,2600000,127300,2200,http://youtube.com/channel/UClQubH2NeMmGLTLgNdLBwXg
212.00,RansEntertainment,Lifestyle_(sociology),25700000,ID,365500,11400,399,http://youtube.com/channel/UCvA9_f5Lwk-poMynabtrZPg
213.00,wbkids,Film,25700000,US,76100,699,0,http://youtube.com/channel/UC9trsD1jCTXXtN3xIOIU8gg
214.00,coldplay,Pop_music,25500000,GB,66900,3700,81,http://youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw
215.00,ChrisBrownTV,Pop_music,25500000,US,102000,9700,354,http://youtube.com/channel/UCcYrdFJF7hmPXRNaWdrko4w
216.00,MarkRober,Lifestyle_(sociology),25500000,US,479200,31700,329,http://youtube.com/channel/UCY1kMZp36IQSyNx_9h4mpCg
217.00,danrhodes,Performing_arts,25500000,GB,414500,19300,131,http://youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA
218.00,TRANS7Official,Entertainment,25400000,ID,1600,29,2,http://youtube.com/channel/UC24_Z2L-8Ki183AI9zJJzNQ
219.00,WatchMojo,Entertainment,25100000,CA,46700,1400,195,http://youtube.com/channel/UCaWd5_7JhbQBe4dknZhsHJg
220.00,LeoNataFamily,Entertainment,25000000,US,2100000,42100,46,http://youtube.com/channel/UCMsPm8-25ygqRrRe9_s1WFw
221.00,kidstv,Film,25000000,US,132600,1600,0,http://youtube.com/channel/UC7Pq3Ko42YpkCB_Q4E981jw
222.00,PenMovies,Entertainment,25000000,IN,59800,1200,25,http://youtube.com/channel/UC3ar28GS6o1p0m_wabfk2zw
223.00,ChloeTing,Physical_fitness,24900000,AU,192700,7900,621,http://youtube.com/channel/UCCgLoMYIyP0U56dEhEL1wXQ
224.00,PrestonYT,Entertainment,24900000,US,1300000,36100,287,http://youtube.com/channel/UC70Dib4MvFfT1tU6MqeyHpQ
225.00,topperguild,Entertainment,24900000,US,1800000,77600,838,http://youtube.com/channel/UCPuEAY09CtdTzFNWuqVZgDw
226.00,akshaynagwadiya,Entertainment,24900000,IN,3100000,143500,288,http://youtube.com/channel/UCz7PhJtc2G8Sre2vCLfmqAw
227.00,Yuya,Lifestyle_(sociology),24800000,MX,0,0,0,http://youtube.com/channel/UCBNs31xysxpAGMheg8OrngA
228.00,likenastyaae,Lifestyle_(sociology),24800000,US,587400,3200,0,http://youtube.com/channel/UC3I1iohrGzxep0p8r1Osw3w
229.00,unknownboyvarun,Film,24700000,IN,1300000,119600,154,http://youtube.com/channel/UC4DLvb5xZ9OLcVM1KC_R97g
230.00,TsurikiShow,Entertainment,24700000,DE,604600,9500,8,http://youtube.com/channel/UCymK_3BWUcoYVVf5D_GmACQ
231.00,1theK,Music,24700000,KR,10100,595,29,http://youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw
232.00,DianaRomaARA,Entertainment,24600000,US,1200000,5100,0,http://youtube.com/channel/UCtm3DGXkWqAUQZMHl97SVxA
233.00,shfashowindia,Lifestyle_(sociology),24600000,AE,1300000,8800,0,http://youtube.com/channel/UCNvYCW3cMbkWy2g2v4Wb6xw
234.00,kidschannelindia,Music,24400000,IN,80300,385,0,http://youtube.com/channel/UCR1hQY5sz5NEYofdv09XimA
235.00,goldmineshindi,Entertainment,24400000,IN,12500,139,3,http://youtube.com/channel/UCs570zdFq_NNA5OcV8chnHw
236.00,Venus_Movies,Entertainment,24400000,IN,39100,425,10,http://youtube.com/channel/UCpcsv3Ow-8IhoUGDEfPetsQ
237.00,netdmuzik,Pop_music,24400000,TR,6100,158,34,http://youtube.com/channel/UCR5wZcXtOUka8jTA57flzMg
238.00,TheElenaYa,Music,24400000,US,611400,1100,0,http://youtube.com/channel/UCl_P0sCqxOdQpMwuajdXkRg
239.00,rug,Lifestyle_(sociology),24300000,US,3200000,85300,5100,http://youtube.com/channel/UCilwZiBBfI9X6yiZRzWty8Q
240.00,kimpro828,Entertainment,24300000,KR,2300000,55300,403,http://youtube.com/channel/UCiVs2pnGW5mLIc1jS2nxhjg
241.00,suntv,Entertainment,24300000,IN,15300,457,2,http://youtube.com/channel/UCBnxEdpoZwstJqC1yZpOjRA
242.00,DJSnake,Music,24300000,US,16700,846,19,http://youtube.com/channel/UC_x8HoD18XJkILQBreVENUQ
243.00,alanbecker,Role-playing_video_game,24300000,US,7600000,582600,5900,http://youtube.com/channel/UCbKWv2x9t6u8yZoB3KcPtnw
244.00,MayaAndMary,Lifestyle_(sociology),24100000,US,134600,0,0,http://youtube.com/channel/UC50vBAtklUoJF1Wx5q0pmuw
245.00,sagawa,Entertainment,24100000,JP,408800,13300,55,http://youtube.com/channel/UCWaOde99oeUVoXbIj3SNu9g
246.00,juandediospantojaa,Entertainment,24000000,MX,3000000,133200,3600,http://youtube.com/channel/UCzoUWqjCbcfWFdOMvoep8FA
247.00,EnriqueIglesias,Music,23900000,ES,21800,2000,142,http://youtube.com/channel/UC-6czyMkxDi8E8akPl0c7_w
248.00,JamesCharles,Lifestyle_(sociology),23900000,US,964500,62300,1100,http://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q
249.00,MrMaxLife,Hobby,23900000,GB,824200,19300,3000,http://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg
250.00,TroomTroom,Lifestyle_(sociology),23900000,US,62900,1200,15,http://youtube.com/channel/UCWwqHwqLSrdWMgp5DZG5Dzg
251.00,PeppaPigEspanolLatinoOficial,Entertainment,23800000,GB,604400,1700,0,http://youtube.com/channel/UCrreHSUa5rnuCVDeO8dX4eA
252.00,misskaty1133,Hobby,23700000,GB,1300000,15200,1000,http://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg
253.00,Ninja,Action_game,23700000,US,204600,8700,141,http://youtube.com/channel/UCAW-NpUFkMyCNrvRSSGIvDQ
254.00,NickyJamTV,Music_of_Latin_America,23700000,PR,15800,1200,58,http://youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ
255.00,Azhan5star,Film,23600000,IN,4000000,181100,407,http://youtube.com/channel/UCY-at5vWhDoMJ8y0kIPFwDA
256.00,ishaanali11,Entertainment,23500000,IN,3400000,242900,467,http://youtube.com/channel/UCN4NflpHqLeHQZ91kTUVCBw
257.00,ValentinaPontesofc,Hobby,23500000,BR,730200,2700,0,http://youtube.com/channel/UC0ebPa2q1rwZVN7dYemunUQ
258.00,Jelly,Action_game,23500000,GB,156400,5800,266,http://youtube.com/channel/UC0DZmkupLYwc0yDsfocLh0A
259.00,toyorbabytv,Music,23500000,JO,111400,0,0,http://youtube.com/channel/UCHAbNxkU837UAkZ-OPtdUUw
260.00,SesameStreet,Film,23400000,US,364800,971,0,http://youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg
261.00,TED,Knowledge,23400000,US,43900,954,64,http://youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug
262.00,GMMGrammy,Pop_music,23400000,TH,2900,96,3,http://youtube.com/channel/UCG9gfnA5UDoLvz-tC9B-HKw
263.00,WaveMusicBhojpuri,Music_of_Asia,23400000,IN,8400,154,7,http://youtube.com/channel/UCYLlkv4hivYJlOk6Lo-RHNQ
264.00,TuzelityOfficial,Lifestyle_(sociology),23300000,RU,3200000,96600,673,http://youtube.com/channel/UCVRqK0tS3B8pVog1HwCR4pg
265.00,whitehillmusic,Music_of_Asia,23300000,IN,15300,659,5,http://youtube.com/channel/UCopY0NAzASqmD6eVaRj2TFQ
266.00,VaniaManiaKids,Lifestyle_(sociology),23300000,US,325000,599,0,http://youtube.com/channel/UCLbyJSPEe2lx3jY-G0CFR3g
267.00,TechnicalGuruji,Lifestyle_(sociology),23300000,IN,169500,7600,455,http://youtube.com/channel/UCOhHO2ICt0ti9KAh-QHvttQ
268.00,CuteAnimalsTV.,Pet,23200000,US,3400,9,0,http://youtube.com/channel/UCWlK0s4T4gyLavYiQTpSzKQ
269.00,BabyBusES,Entertainment,23200000,MX,80000,332,0,http://youtube.com/channel/UCy_rxpSt8DMagOUFA9Q-t1A
270.00,DrossRotzank,Society,23100000,AR,1700000,105900,3900,http://youtube.com/channel/UCNYW2vfGrUE6R5mIJYzkRyQ
271.00,capitanyolotroll,Entertainment,23100000,MX,3200000,189300,827,http://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ
272.00,LikeNastya_PRT,Lifestyle_(sociology),23000000,US,441000,2500,0,http://youtube.com/channel/UCtyr6UXUdZJJHuWGKzoiLfg
273.00,ZachChoi,Food,23000000,US,142200,3000,162,http://youtube.com/channel/UCI78AdiI6f7VKhqW1i4B3Rw
274.00,GoldminesCineplex,Film,23000000,IN,11800,129,2,http://youtube.com/channel/UCCrw5RBWF9i8VPt4IxL8IsQ
275.00,DangalTVChannel,Television_program,23000000,IN,91900,2100,16,http://youtube.com/channel/UCNzmmbXIbMzlqE8nD1PBXfg
276.00,AmiRodrigueZZ,Entertainment,22900000,CO,4300000,294400,1300,http://youtube.com/channel/UCwohKbRK2QnojtLh3p7xwaA
277.00,Yoeslan,Entertainment,22900000,US,2400000,49700,81,http://youtube.com/channel/UCVtD5iA4rUuOK5cQrB_o4ow
278.00,sia,Pop_music,22900000,AU,0,0,0,http://youtube.com/channel/UCN9HPn2fq-NL8M5_kp4RWZQ
279.00,vladandnikiarab2,Lifestyle_(sociology),22800000,US,982900,4800,0,http://youtube.com/channel/UCP9MW9ATjUwwulqEYTbp-Mw
280.00,invictorgs3,Action-adventure_game,22800000,ES,806400,25500,418,http://youtube.com/channel/UChOQkbLHWi3zSCUjT7Kjd1g
281.00,Kidibli,Entertainment,22800000,US,138500,2400,0,http://youtube.com/channel/UCVEDZVtA5NUtjxSXHjtvkag
282.00,StokesTwins,Entertainment,22700000,US,11700000,235000,10000,http://youtube.com/channel/UCbp9MyKCTEww4CxEzc_Tp0Q
283.00,vladandnikispain,Hobby,22700000,US,1000000,3000,0,http://youtube.com/channel/UCZLl7vfqlRjVL4YBHGmLVvQ
284.00,mmoshaya,Lifestyle_(sociology),22700000,SA,1100000,14100,835,http://youtube.com/channel/UCPOw2O3_uZ1doro9iR4x6vw
285.00,SSundee,Action_game,22700000,US,1700000,59800,1800,http://youtube.com/channel/UCke6I9N4KfC968-yRcd5YRg
286.00,souravjoshivlogs7028,Lifestyle_(sociology),22700000,IN,5600000,382300,8900,http://youtube.com/channel/UCjvgGbPPn-FgYeguc5nxG4A
287.00,THECHAINSMOKERS,Electronic_music,22700000,US,38900,1800,76,http://youtube.com/channel/UCq3Ci-h945sbEYXpVlw7rJg
288.00,ZachKing,Lifestyle_(sociology),22600000,US,4900000,238500,522,http://youtube.com/channel/UCq8DICunczvLuJJq414110A
289.00,BenAzelart,Entertainment,22500000,US,3700000,44900,2700,http://youtube.com/channel/UCwVg9btOceLQuNCdoQk9CXg
290.00,DUDUeCAROL,Lifestyle_(sociology),22500000,BR,964300,29200,89,http://youtube.com/channel/UC371icpvZj2oQaocL0i9L-g
291.00,fgteev,Video_game_culture,22500000,US,826800,10300,2100,http://youtube.com/channel/UCC-RHF_77zQdKcA75hr5oTQ
292.00,VillageCookingChannel,Lifestyle_(sociology),22500000,IN,21500000,321500,5900,http://youtube.com/channel/UCk3JZr7eS3pg5AGEvBdEvFg
293.00,dednahype,Lifestyle_(sociology),22400000,LV,598300,10400,25,http://youtube.com/channel/UCNRl8nOCoUvki2FNFxQZgEg
294.00,disneyla,Film,22400000,AR,89100,105,0,http://youtube.com/channel/UCq3zaHCaZtb3TtNwwz0PK2w
295.00,smilefamily363,Music,22400000,US,7600,45,0,http://youtube.com/channel/UCjZ-Ekz7JDN6GDXwusvSHvg
296.00,NetflixIndiaOfficial,Film,22300000,IN,61400,1400,111,http://youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg
297.00,BeatboxJCOP,Entertainment,22300000,KR,1600000,0,727,http://youtube.com/channel/UCdX5KXiCTPYWYZscfphgQ4g
298.00,LIVCrime,Film,22300000,US,19400,249,16,http://youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ
299.00,rotanamusic,Music,22300000,SA,2100000,12600,321,http://youtube.com/channel/UCNhqvQMXIgRfjAGmxQqdNRw
300.00,RAFAELUIZOFICIAL,Lifestyle_(sociology),22100000,BR,671700,30500,522,http://youtube.com/channel/UC6paX0kLA8D81aYogceMufw
301.00,NatGeo,Film,22100000,US,42200,871,38,http://youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A
302.00,williesalim,Lifestyle_(sociology),21900000,ID,396200,0,2800,http://youtube.com/channel/UCPCaXSwaos-QI03iZtx8I6g
303.00,SMOL_official,Humour,21900000,US,114500,2600,5,http://youtube.com/channel/UCBBZ7No0AzEJ3qiatjSa-mg
304.00,alfredolarin,Entertainment,21900000,SV,12900000,707600,2100,http://youtube.com/channel/UCd5ApCORQsMOZZz5E9oVeFA
305.00,TlnovelasOficial,Entertainment,21900000,MX,5500,152,5,http://youtube.com/channel/UCKyU-wd-KY4PMOcOpPQgQcw
306.00,royaltyfam,Lifestyle_(sociology),21900000,US,4700000,67000,6600,http://youtube.com/channel/UCja7QUMRG9AD8X2F_vXFb9A
307.00,EvaBravoPlay,Hobby,21800000,US,332800,1300,0,http://youtube.com/channel/UCvYhgH0hXziSz9IyPztzUug
308.00,infinite,Lifestyle_(sociology),21700000,US,884800,45700,1400,http://youtube.com/channel/UC_hSjGOO67A6gIDUcyuv_8A
309.00,MartaAndRustam,Entertainment,21700000,US,4100000,65900,52,http://youtube.com/channel/UCm-Qr3k89gtXcuv2jL29XFw
310.00,khangsresearchcentre1685,Society,21700000,IN,7300000,501700,17000,http://youtube.com/channel/UCatL-c6pmnjzEOHSyjn-sHA
311.00,gmapublicaffairs,Entertainment,21700000,PH,4300,68,2,http://youtube.com/channel/UCj5RwDivLksanrNvkW0FB4w
312.00,vladandnikidn,Lifestyle_(sociology),21700000,US,529400,1300,0,http://youtube.com/channel/UCgG9IWOPcCIfQoI00xQBUbg
313.00,beckyg,Lifestyle_(sociology),21500000,US,0,0,0,http://youtube.com/channel/UCgtNC51EUSgcZ6kKyVoPxKA
314.00,Priyal_Kukreja,Lifestyle_(sociology),21500000,IN,7700000,224600,510,http://youtube.com/channel/UCzEAWIWMigRBbulQ6yVlilg
315.00,BaimPaula,Entertainment,21300000,ID,352500,12600,773,http://youtube.com/channel/UC5xAPCVizxOfnMECMXkal2Q
316.00,BraveWilderness,Lifestyle_(sociology),21100000,US,635400,14400,862,http://youtube.com/channel/UC6E2mP01ZLH_kbAyeazCNdg
317.00,buzzfeedtasty,Food,21100000,US,84300,3200,34,http://youtube.com/channel/UCJFp8uSYCjXOMnkUyb3CQ3Q
318.00,fatosdesconhecidos,Lifestyle_(sociology),21100000,BR,92900,10200,407,http://youtube.com/channel/UCbAiIkPobUFy71zlmwVw3jw
319.00,lyricalemonade,Hip_hop_music,21100000,US,2800000,127300,5800,http://youtube.com/channel/UCtylTUUVIGY_i5afsQYeBZA
320.00,MrVivekBindra,Entertainment,21100000,IN,56900,3100,17,http://youtube.com/channel/UCR-foyF-C6VuAlwy3KZMkgA
321.00,VijayTelevision,Television_program,21100000,IN,99500,1500,18,http://youtube.com/channel/UCvrhwpnp2DHYQ1CbXby9ypQ
322.00,kurzgesagt,Society,21100000,DE,4900000,253500,14000,http://youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q
323.00,romeo,Music,21100000,US,3200000,53900,1600,http://youtube.com/channel/UCyxbZF7_PK4nLiexj0kkCNg
324.00,corbuzier,Entertainment,21000000,ID,2100000,44400,4700,http://youtube.com/channel/UCYk4LJI0Pr6RBDWowMm-KUw
325.00,NBA,Sport,20900000,US,46400,1000,55,http://youtube.com/channel/UCWJ2lWNubArHWmf3FIHbfcQ
326.00,JasonDerulo,Entertainment,20800000,US,80500,3100,35,http://youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q
327.00,KiddiestvHindi,Film,20800000,IN,17700,66,0,http://youtube.com/channel/UCvEAgG7WzPZnZkf9iOV_YCg
328.00,avicii,Music,20700000,SE,0,0,0,http://youtube.com/channel/UCPHjpfnnGklkRBBTd0k6aHg
329.00,5MinuteCraftsDIY,Lifestyle_(sociology),20700000,US,14600,110,4,http://youtube.com/channel/UC2etEuPIfohP4P53wM0KImA
330.00,NinjaKidz,Entertainment,20700000,US,289800,6600,217,http://youtube.com/channel/UCpZ88DWlKW0H_AYDaUZptcw
331.00,7clouds,Hip_hop_music,20700000,US,92100,1200,74,http://youtube.com/channel/UCNqFDjYTexJDET3rPDrmJKg
332.00,LinkinPark,Rock_music,20700000,US,73700,7100,134,http://youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q
333.00,Mnet,Television_program,20700000,KR,34400,3500,168,http://youtube.com/channel/UCbD8EppRX3ZwJSou-TVo90A
334.00,BabyBusID,Film,20600000,ID,285400,744,0,http://youtube.com/channel/UC5v3gjCQLFeg8eBXO7ShdpQ
335.00,Genevieve's Playhouse,Hobby,20600000,IN,513400,3100,0,http://youtube.com/channel/UCJhSN5ic1QXn1doXzdiiCGQ
336.00,JoseComilaoTotoy,Film,20600000,BR,199000,5000,0,http://youtube.com/channel/UCy7whoHQXzhYxp9AQmrPFVw
337.00,jakepaul,Lifestyle_(sociology),20500000,US,172400,7500,127,http://youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA
338.00,somoynews360,Society,20500000,US,7400,196,4,http://youtube.com/channel/UCxHoBXkY88Tb8z1Ssj6CWsQ
339.00,SlivkiShow,Hobby,20500000,UA,2500000,154200,6800,http://youtube.com/channel/UCU_yU4xGT9hrVFo6euH8LLw
340.00,Miawaug,Video_game_culture,20500000,ID,748400,29300,2000,http://youtube.com/channel/UC3J4Q1grz46bdJ7NJLd4DGw
341.00,EmiwayBantai,Hip_hop_music,20500000,IN,892800,95600,5500,http://youtube.com/channel/UCHmk8iNJHvf5mGN6_pkPc7g
342.00,PragatiVermaaShorts,Entertainment,20500000,IN,2800000,134300,1400,http://youtube.com/channel/UCZcR0eG70cbq044cb_OH3Qw
343.00,Cookieswirlc,Action-adventure_game,20500000,US,147000,2000,482,http://youtube.com/channel/UCelMeixAOTs2OQAAi9wU8-g
344.00,gottalentglobal,Television_program,20400000,US,222500,1200,71,http://youtube.com/channel/UCe_Fx4EZAgKjDz0aQ_Y7hSA
345.00,triggeredinsaan,Entertainment,20400000,IN,11100000,1400000,38000,http://youtube.com/channel/UCfLuT3JwLx8rvHjHfTymekw
346.00,SonyAATH,Entertainment,20400000,US,89500,782,49,http://youtube.com/channel/UCBz9qbqujcjIavFmBJW2oZw
347.00,IShowSpeed,Sports_game,20300000,US,2500000,101600,5000,http://youtube.com/channel/UCWsDFcIhY2DBi3GB5uykGXA
348.00,RobinHoodGamer1,Action_game,20300000,BR,465800,17000,533,http://youtube.com/channel/UCYtaoJSk9iIrFxx8eZB15ag
349.00,5MinuteCraftsPLAY,Lifestyle_(sociology),20300000,US,14300,106,5,http://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q
350.00,marvel,Video_game_culture,20300000,US,94400,5200,216,http://youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA
351.00,rkddigital,Film,20200000,IN,694400,6300,90,http://youtube.com/channel/UCjBwQ6M9QyCgO5Pp-TQRFUA
352.00,greengoldtv,Television_program,20100000,IN,42000,930,0,http://youtube.com/channel/UCiBigY9XM-HaOxUc269ympg
353.00,gordonramsay,Food,20100000,GB,114900,2800,117,http://youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ
354.00,BuzzFeedVideo,Entertainment,20100000,US,15500,377,8,http://youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA
355.00,unboxtherapy,Technology,20100000,CA,178500,7300,140,http://youtube.com/channel/UCsTcErHg8oDvUnTzoqsYeNw
356.00,gusttavolimaoficial,Music,20100000,BR,131000,6000,88,http://youtube.com/channel/UCXooz9whNJZBRTHi9AqdjPw
357.00,AuthenticGames,Action-adventure_game,20100000,BR,20100,2200,34,http://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw
358.00,bobbyprankster,Entertainment,20100000,IN,2900000,223500,226,http://youtube.com/channel/UC5apxzE3aEOpvP0XkeuW8mw
359.00,pencilmation,Television_program,20100000,US,179700,1500,88,http://youtube.com/channel/UCUAL--p3qAa27luR0IYbjZA
360.00,PinkPanther,Television_program,20100000,US,274200,1700,0,http://youtube.com/channel/UCFeUyPY6W8qX8w2o6oSiRmw
361.00,ASGamingsahil,Lifestyle_(sociology),20100000,IN,227400,22500,618,http://youtube.com/channel/UCMrvxKTx9hLhZcOvJkYOnAw
362.00,React,Entertainment,20100000,US,133300,5400,214,http://youtube.com/channel/UC0v-tlzsn0QZwJnkiaUSJVQ
363.00,PTXofficial,Music,20100000,US,0,0,0,http://youtube.com/channel/UCmv1CLT6ZcFdTJMHxaR9XeA
364.00,VEVO,Hip_hop_music,20100000,US,9500,519,7,http://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA
365.00,goldminesgreatindiancomedy2048,Entertainment,20000000,IN,5800,39,2,http://youtube.com/channel/UC76Yc75RGWonijH02CIhPaw
366.00,BGT,Television_program,19900000,GB,40800,576,28,http://youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ
367.00,sctv_,Entertainment,19900000,ID,10900,225,13,http://youtube.com/channel/UC_vsErcsq56hOscPHkG-aVw
368.00,ClashOfClans,Strategy_video_game,19900000,FI,1600000,30100,952,http://youtube.com/channel/UCD1Em4q90ZUK2R5HKesszJg
369.00,HaerteTest,Lifestyle_(sociology),19900000,DE,18600,76,7,http://youtube.com/channel/UCqsS8fU6yVxrJr5y_CoUn3w
370.00,Vsauce,Knowledge,19900000,US,4500000,449000,3600,http://youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA
371.00,TroomTroom_Es,Entertainment,19800000,ES,76000,1300,24,http://youtube.com/channel/UCu6oyJJ6PlkeNNv6n26ZNyA
372.00,etvteluguindia,Television_program,19800000,IN,11300,220,1,http://youtube.com/channel/UCSs9H1cyB3OHdy8wkit8ZKg
373.00,tabii.urdu,Entertainment,19800000,TR,17900,485,23,http://youtube.com/channel/UCfiM9_Me5QJBEr0PItkbXgw
374.00,fifa,Association_football,19700000,CH,43200,2100,28,http://youtube.com/channel/UCpcTrCXblq78GZrTUTLWeBw
375.00,CraftyPanda,Hobby,19700000,US,18000,136,5,http://youtube.com/channel/UC03RvJoIhm_fMwlUpm9ZvFw
376.00,DLSNews,Society,19700000,IN,123000,3800,188,http://youtube.com/channel/UCw0ry7cLRUnq3Oaszlhgqfg
377.00,WowKidzAction,Entertainment,19600000,IN,21300,90,0,http://youtube.com/channel/UCCyKsYaRi62axS-kasXW7wA
378.00,JakeFellman,Video_game_culture,19500000,US,471300,21600,437,http://youtube.com/channel/UCEnqwW6f7bYidXHAI13hhMA
379.00,Slick_Slime_Sam_Spanish,Lifestyle_(sociology),19500000,MX,100500,2200,0,http://youtube.com/channel/UCfRgJADdLXwrcjIuTxn_u3Q
380.00,Sidemen,Lifestyle_(sociology),19500000,GB,9200000,284800,8200,http://youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw
381.00,Mashaurso,Film,19500000,BR,202400,3000,0,http://youtube.com/channel/UCJKBSfD5JSUxGhriFeoPCCg
382.00,heidizidane9861,Entertainment,19400000,IN,12800,65,0,http://youtube.com/channel/UCC9Iz-AebxsyVF4iZagOtwA
383.00,busyfunltd9692,Film,19300000,IN,4800000,14500,315,http://youtube.com/channel/UCkKDpnzIG29MA--Sh6oOtWg
384.00,sonotek,Music,19300000,IN,9800,396,70,http://youtube.com/channel/UC3zVeAaoPEN1Tu25dW3G2Ig
385.00,ArabGamesNetwork,Video_game_culture,19300000,SA,190600,12800,633,http://youtube.com/channel/UCV2JkEBmtfSYGAIlprAhAyQ
386.00,officialajaysharma07,Entertainment,19300000,IN,517700,22000,43,http://youtube.com/channel/UCthYQycNvy1TfeTzzR4S2dA
387.00,kbsworldtv,Entertainment,19300000,KR,3700,144,6,http://youtube.com/channel/UC5BMQOsAB8hKUyHu9KI6yig
388.00,theodd1sout,Entertainment,19200000,US,0,0,0,http://youtube.com/channel/UCo8bcnLyZH8tBIH9V1mLgqQ
389.00,degoboom,Video_game_culture,19200000,CL,156100,5200,22,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g
390.00,turmadamonica,Entertainment,19100000,BR,115600,2000,0,http://youtube.com/channel/UCV4XcEqBswMCryorV_gNENw
391.00,CalvinHarris,Music,19100000,GB,71300,3500,156,http://youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow
392.00,howridiculous,Lifestyle_(sociology),19100000,AU,3700000,68300,312,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA
393.00,Мирошка ТВ,Lifestyle_(sociology),19100000,US,9000,21,1,http://youtube.com/channel/UCUYA9nNP2Pgz5RF_oMvnqdQ
394.00,MrDegreeOfficial,Food,19100000,US,4000000,124900,113,http://youtube.com/channel/UCeYTfGpNCmVhlxjQxBDrGPA
395.00,jaanvipatel,Film,19100000,IN,19100000,0,2200,http://youtube.com/channel/UCRqs0TZOqe5nrwP-BrdnCjg
396.00,Познаватель,Hobby,19100000,UA,2300000,33200,2100,http://youtube.com/channel/UCXTMoE1XgvxN4iCt5-gZzCw
397.00,shemaroobollywoodcomedy,Entertainment,19100000,IN,15200,132,5,http://youtube.com/channel/UC0PKLLmL8pIJLjOI1gBH_pA
398.00,TEDEd,Knowledge,19100000,US,303100,12400,512,http://youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA
399.00,HiBestMan,Lifestyle_(sociology),19100000,RU,1300000,49300,1600,http://youtube.com/channel/UCM44x9uWlx__9M9Y2IFhxzQ
400.00,cardib,Music,19100000,US,131800,11500,475,http://youtube.com/channel/UCxMAbVFmxKUVGAll0WVGpFw
401.00,smilefamilyspanish1463,Lifestyle_(sociology),19000000,US,83800,107,0,http://youtube.com/channel/UCau6-7svf1fw2QCUJDj68eQ
402.00,LittleAngelEspanol,Entertainment,19000000,MX,123500,339,0,http://youtube.com/channel/UCTdRly9T3iyCJFjmRoCaepQ
403.00,BayashiTV_,Lifestyle_(sociology),19000000,JP,5500000,415900,2500,http://youtube.com/channel/UCbCJmNKAL85O1VFeD6Wj60g
404.00,DharMann,Film,19000000,US,0,0,0,http://youtube.com/channel/UC_hK9fOxyy_TM8FJGXIyG8Q
405.00,deepesh_zo,Film,18900000,IN,713500,44600,330,http://youtube.com/channel/UC9VEW1NhLouw1vbW6p4cACw
406.00,grammygoldofficial,Pop_music,18800000,TH,12900,309,9,http://youtube.com/channel/UCFWsjsN53Sqvg2pWhSFmWBQ
407.00,IanLucasOficial,Lifestyle_(sociology),18800000,AR,5600000,401700,2700,http://youtube.com/channel/UCmzDf_a7CCFuxos7hspcWRQ
